,Ticker,Currency,Open,Max,Min,Close,Volume_in_thousands,Date,Year,Liczba akcji,WK,Aktywa obrotowe,Zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Przychody ze sprzedaży na akcję,Zysk na akcję,Zysk operacyjny na akcję,Enterprise Value na akcję,EV / P,EV / EBIT,EV / EBITDA,C/ZO,C/WK,Cena / WK Grahama,C/P,C/Z,Close_pct,Open_pct,Max_pct,Min_pct
944,06MAGNA,PLN,0.35,0.35,0.32,0.32,0.35,09-04-2018,2018/Q2,13921975.0,1.72,8268.0,2022.0,6663.0,0.37,0.14,-0.12,0.36,0.98,-3.15,-9.12,-2.666666666666667,0.18604651162790697,3.684513529073114e-05,0.8648648648648649,2.2857142857142856,-68.62745098039215,-66.66666666666667,-66.66666666666667,-68.0
945,06MAGNA,PLN,0.37,0.37,0.36,0.37,12.99,18-04-2012,2012/Q2,8673714.0,-0.74,93652.0,595.0,96754.0,8.69,-0.34,-0.05,12.19,1.4,-233.92,19.86,-7.3999999999999995,-0.5,3.800758097155595e-06,0.04257767548906789,-1.088235294117647,15.625,5.714285714285716,5.714285714285716,12.5
946,06MAGNA,PLN,0.3,0.33,0.3,0.33,3.94,15-04-2020,2020/Q2,13921975.0,1.69,12476.0,2217.0,3785.0,0.35,0.26,0.27,0.33,0.94,1.21,1.01,1.222222222222222,0.19526627218934914,5.498167277574142e-05,0.942857142857143,1.2692307692307692,-10.8108108108108,-18.918918918918926,-10.8108108108108,-16.666666666666664
947,06MAGNA,PLN,0.65,0.65,0.64,0.65,7.58,28-04-2011,2011/Q2,8673714.0,2.44,53890.0,10116.0,66584.0,8.76,-2.37,-3.06,11.43,1.31,-3.74,-5.21,-0.21241830065359477,0.26639344262295084,8.47457627118644e-06,0.07420091324200914,-0.2742616033755274,96.96969696969697,116.6666666666667,96.96969696969697,113.33333333333333
948,06MAGNA,PLN,2.1,2.1,1.94,1.94,21.38,14-04-2014,2014/Q2,13921975.0,3.98,31218.0,2102.0,3140.0,0.06,-5.24,-0.45,2.17,34.57,-4.77,-5.87,-4.311111111111111,0.48743718592964824,0.0003700877527661198,32.333333333333336,-0.37022900763358774,198.46153846153842,223.0769230769231,223.0769230769231,203.125
949,06MAGNA,PLN,0.15,0.16,0.13,0.16,10.52,18-04-2013,2013/Q2,13921975.0,4.08,56183.0,632.0,2430.0,1.25,3.84,-0.3,-0.05,-0.04,0.17,-0.46,-0.5333333333333333,0.0392156862745098,5.225342913128674e-05,0.128,0.04166666666666667,-91.75257731958763,-92.85714285714286,-92.38095238095238,-93.29896907216495
950,06MAGNA,PLN,0.0,0.0,0.0,0.2,0.0,09-04-2019,2019/Q2,13921975.0,1.44,3659.0,2325.0,5205.0,0.43,-0.28,0.01,0.35,0.8,35.32,4.66,20.0,0.1388888888888889,2.656042496679947e-05,0.4651162790697675,-0.7142857142857143,25.0,-100.0,-100.0,-100.0
951,06MAGNA,PLN,1.02,1.04,1.0,1.02,338.26,06-05-2010,2010/Q2,8673714.0,4.66,23043.0,9299.0,57690.0,16.36,-1.23,-0.99,11.9,0.73,-12.01,24.31,-1.0303030303030303,0.21888412017167383,1.5226380450521728e-05,0.06234718826405868,-0.8292682926829269,409.99999999999994,inf,inf,inf
952,06MAGNA,PLN,2.19,2.28,2.13,2.25,6.1,08-04-2016,2016/Q2,13921975.0,2.01,15376.0,2000.0,3400.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,22.5,1.119402985074627,0.0004166666666666667,5.113636363636363,20.454545454545453,120.58823529411767,114.70588235294117,119.23076923076921,112.99999999999999
953,06MAGNA,PLN,2.13,2.13,2.13,2.13,0.83,13-04-2015,2015/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,21.299999999999997,1.0597014925373134,0.0003785320774835614,4.840909090909091,19.363636363636363,-5.333333333333334,-2.73972602739726,-6.578947368421051,0.0
954,06MAGNA,PLN,2.8,2.86,2.6,2.74,105.18,21-04-2021,2021/Q2,13921975.0,1.83,15904.0,227.0,5930.0,0.57,0.12,0.26,2.5,4.39,9.57,7.73,10.538461538461538,1.4972677595628416,0.00044502192626279035,4.80701754385965,22.833333333333336,28.638497652582174,31.45539906103285,34.272300469483575,22.065727699530523
955,06MAGNA,PLN,3.67,3.7,3.59,3.65,82.11,21-04-2022,2022/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,36.5,1.8159203980099503,0.0006486582548427225,8.295454545454545,33.18181818181818,33.211678832116775,31.071428571428573,29.370629370629374,38.07692307692307
956,06MAGNA,PLN,0.37,0.37,0.37,0.37,7.31,19-04-2012,2012/Q2,8673714.0,-0.74,93652.0,595.0,96754.0,8.69,-0.34,-0.05,12.19,1.4,-233.92,19.86,-7.3999999999999995,-0.5,3.800758097155595e-06,0.04257767548906789,-1.088235294117647,-89.86301369863014,-89.91825613079018,-90.0,-89.69359331476323
957,06MAGNA,PLN,0.57,0.57,0.55,0.57,20.02,05-04-2017,2017/Q2,13921975.0,1.62,7597.0,2020.0,5762.0,0.06,-1.78,-0.19,0.26,4.07,-1.31,-1.66,-2.9999999999999996,0.3518518518518518,7.324595219737856e-05,9.5,-0.32022471910112354,54.054054054054035,54.054054054054035,54.054054054054035,48.64864864864866
958,06MAGNA,PLN,0.32,0.33,0.32,0.33,0.0,10-04-2018,2018/Q2,13921975.0,1.72,8268.0,2022.0,6663.0,0.37,0.14,-0.12,0.36,0.98,-3.15,-9.12,-2.7500000000000004,0.19186046511627908,3.7996545768566496e-05,0.891891891891892,2.357142857142857,-42.10526315789473,-43.85964912280701,-42.10526315789473,-41.81818181818182
959,06MAGNA,PLN,0.31,0.31,0.3,0.3,10.18,16-04-2020,2020/Q2,13921975.0,1.69,12476.0,2217.0,3785.0,0.35,0.26,0.27,0.33,0.94,1.21,1.01,1.111111111111111,0.17751479289940827,4.998333888703765e-05,0.8571428571428572,1.1538461538461537,-9.090909090909093,-3.125,-6.060606060606066,-6.25
960,06MAGNA,PLN,0.65,0.67,0.65,0.66,92.95,29-04-2011,2011/Q2,8673714.0,2.44,53890.0,10116.0,66584.0,8.76,-2.37,-3.06,11.43,1.31,-3.74,-5.21,-0.21568627450980393,0.27049180327868855,8.604954367666232e-06,0.07534246575342467,-0.27848101265822783,120.00000000000001,109.6774193548387,116.12903225806454,116.6666666666667
961,06MAGNA,PLN,0.99,1.01,0.98,0.99,519.21,07-05-2010,2010/Q2,8673714.0,4.66,23043.0,9299.0,57690.0,16.36,-1.23,-0.99,11.9,0.73,-12.01,24.31,-1.0,0.21244635193133046,1.4778545731388736e-05,0.06051344743276284,-0.8048780487804879,50.0,52.3076923076923,50.74626865671641,50.76923076923077
962,06MAGNA,PLN,0.14,0.15,0.14,0.14,3.49,19-04-2013,2013/Q2,13921975.0,4.08,56183.0,632.0,2430.0,1.25,3.84,-0.3,-0.05,-0.04,0.17,-0.46,-0.46666666666666673,0.03431372549019608,4.5721750489875904e-05,0.11200000000000002,0.036458333333333336,-85.85858585858585,-85.85858585858585,-85.14851485148515,-85.71428571428571
963,06MAGNA,PLN,1.93,2.0,1.93,2.0,40.47,15-04-2014,2014/Q2,13921975.0,3.98,31218.0,2102.0,3140.0,0.06,-5.24,-0.45,2.17,34.57,-4.77,-5.87,-4.444444444444445,0.5025125628140703,0.00038153376573826786,33.333333333333336,-0.38167938931297707,1328.5714285714284,1278.5714285714284,1233.3333333333335,1278.5714285714284
964,06MAGNA,PLN,2.9,2.9,2.715,2.835,106.88,22-04-2021,2021/Q2,13921975.0,1.83,15904.0,227.0,5930.0,0.57,0.12,0.26,2.5,4.39,9.57,7.73,10.903846153846153,1.5491803278688523,0.0004604515185967192,4.973684210526316,23.625,41.75,50.259067357512954,44.99999999999999,40.67357512953367
965,06MAGNA,PLN,0.0,0.0,0.0,0.2,0.0,10-04-2019,2019/Q2,13921975.0,1.44,3659.0,2325.0,5205.0,0.43,-0.28,0.01,0.35,0.8,35.32,4.66,20.0,0.1388888888888889,2.656042496679947e-05,0.4651162790697675,-0.7142857142857143,-92.9453262786596,-100.0,-100.0,-100.0
966,06MAGNA,PLN,3.69,3.7,3.58,3.685,47.66,22-04-2022,2022/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,36.85,1.8333333333333335,0.000654878265505598,8.375,33.5,1742.5,inf,inf,inf
967,06MAGNA,PLN,2.13,2.17,2.13,2.17,0.88,14-04-2015,2015/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,21.7,1.0796019900497513,0.00038564066109827614,4.931818181818182,19.727272727272727,-41.11261872455903,-42.27642276422764,-41.351351351351354,-40.50279329608939
968,06MAGNA,PLN,2.25,2.27,2.17,2.27,9.63,11-04-2016,2016/Q2,13921975.0,2.01,15376.0,2000.0,3400.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,22.7,1.1293532338308458,0.0004203703703703704,5.159090909090909,20.636363636363637,4.608294930875578,5.633802816901423,4.608294930875578,1.8779342723004744
969,06MAGNA,PLN,0.37,0.37,0.36,0.36,59.64,20-04-2012,2012/Q2,8673714.0,-0.74,93652.0,595.0,96754.0,8.69,-0.34,-0.05,12.19,1.4,-233.92,19.86,-7.199999999999999,-0.48648648648648646,3.6980349053405787e-06,0.04142692750287687,-1.0588235294117645,-84.14096916299559,-83.55555555555556,-83.70044052863437,-83.41013824884793
970,06MAGNA,PLN,0.55,0.56,0.55,0.55,16.1,06-04-2017,2017/Q2,13921975.0,1.62,7597.0,2020.0,5762.0,0.06,-1.78,-0.19,0.26,4.07,-1.31,-1.66,-2.8947368421052633,0.3395061728395062,7.067591878694424e-05,9.166666666666668,-0.30898876404494385,52.77777777777779,48.64864864864866,51.35135135135136,52.77777777777779
971,06MAGNA,PLN,0.33,0.33,0.33,0.33,0.01,11-04-2018,2018/Q2,13921975.0,1.72,8268.0,2022.0,6663.0,0.37,0.14,-0.12,0.36,0.98,-3.15,-9.12,-2.7500000000000004,0.19186046511627908,3.7996545768566496e-05,0.891891891891892,2.357142857142857,-40.0,-40.0,-41.07142857142857,-40.0
972,06MAGNA,PLN,0.32,0.32,0.32,0.32,3.69,17-04-2020,2020/Q2,13921975.0,1.69,12476.0,2217.0,3785.0,0.35,0.26,0.27,0.33,0.94,1.21,1.01,1.1851851851851851,0.18934911242603553,5.331556147950683e-05,0.9142857142857144,1.2307692307692308,-3.0303030303030276,-3.0303030303030276,-3.0303030303030276,-3.0303030303030276
973,06MAGNA,PLN,0.66,0.66,0.64,0.66,31.99,02-05-2011,2011/Q2,8673714.0,2.44,53890.0,10116.0,66584.0,8.76,-2.37,-3.06,11.43,1.31,-3.74,-5.21,-0.21568627450980393,0.27049180327868855,8.604954367666232e-06,0.07534246575342467,-0.27848101265822783,106.25,106.25,106.25,100.0
974,06MAGNA,PLN,1.01,1.08,1.01,1.05,714.76,10-05-2010,2010/Q2,8673714.0,4.66,23043.0,9299.0,57690.0,16.36,-1.23,-0.99,11.9,0.73,-12.01,24.31,-1.0606060606060606,0.22532188841201717,1.567421516965472e-05,0.06418092909535453,-0.853658536585366,59.09090909090908,53.03030303030303,63.63636363636365,57.8125
975,06MAGNA,PLN,0.14,0.16,0.14,0.16,17.19,22-04-2013,2013/Q2,13921975.0,4.08,56183.0,632.0,2430.0,1.25,3.84,-0.3,-0.05,-0.04,0.17,-0.46,-0.5333333333333333,0.0392156862745098,5.225342913128674e-05,0.128,0.04166666666666667,-84.76190476190476,-86.13861386138613,-85.18518518518519,-86.13861386138613
976,06MAGNA,PLN,1.99,1.99,1.85,1.85,2.89,16-04-2014,2014/Q2,13921975.0,3.98,31218.0,2102.0,3140.0,0.06,-5.24,-0.45,2.17,34.57,-4.77,-5.87,-4.111111111111112,0.4648241206030151,0.0003529187333078978,30.833333333333336,-0.3530534351145038,1056.25,1321.4285714285713,1143.75,1221.4285714285713
977,06MAGNA,PLN,2.85,2.85,2.68,2.8,217.69,23-04-2021,2021/Q2,13921975.0,1.83,15904.0,227.0,5930.0,0.57,0.12,0.26,2.5,4.39,9.57,7.73,10.769230769230768,1.530054644808743,0.00045476693194737697,4.912280701754386,23.333333333333332,51.35135135135134,43.21608040201006,43.21608040201006,44.86486486486487
978,06MAGNA,PLN,3.56,3.67,3.5,3.65,55.67,25-04-2022,2022/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,36.5,1.8159203980099503,0.0006486582548427225,8.295454545454545,33.18181818181818,30.35714285714286,24.912280701754376,28.771929824561404,30.597014925373124
979,06MAGNA,PLN,0.0,0.0,0.0,0.2,0.0,11-04-2019,2019/Q2,13921975.0,1.44,3659.0,2325.0,5205.0,0.43,-0.28,0.01,0.35,0.8,35.32,4.66,20.0,0.1388888888888889,2.656042496679947e-05,0.4651162790697675,-0.7142857142857143,-94.52054794520548,-100.0,-100.0,-100.0
980,06MAGNA,PLN,0.36,0.36,0.33,0.34,78.01,23-04-2012,2012/Q2,8673714.0,-0.74,93652.0,595.0,96754.0,8.69,-0.34,-0.05,12.19,1.4,-233.92,19.86,-6.8,-0.4594594594594595,3.4925885217105467e-06,0.039125431530494824,-1.0,70.0,inf,inf,inf
981,06MAGNA,PLN,2.13,2.17,2.13,2.13,0.46,15-04-2015,2015/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,21.299999999999997,1.0597014925373134,0.0003785320774835614,4.840909090909091,19.363636363636363,526.470588235294,491.6666666666667,502.77777777777777,545.4545454545454
982,06MAGNA,PLN,2.17,2.19,2.17,2.18,4.73,12-04-2016,2016/Q2,13921975.0,2.01,15376.0,2000.0,3400.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,21.8,1.0845771144278609,0.00040370370370370375,4.954545454545455,19.81818181818182,2.3474178403755985,1.8779342723004744,0.9216589861751112,1.8779342723004744
983,06MAGNA,PLN,0.55,0.57,0.54,0.55,7.72,07-04-2017,2017/Q2,13921975.0,1.62,7597.0,2020.0,5762.0,0.06,-1.78,-0.19,0.26,4.07,-1.31,-1.66,-2.8947368421052633,0.3395061728395062,7.067591878694424e-05,9.166666666666668,-0.30898876404494385,-74.77064220183487,-74.65437788018433,-73.97260273972603,-75.11520737327189
984,06MAGNA,PLN,0.33,0.33,0.33,0.33,0.0,12-04-2018,2018/Q2,13921975.0,1.72,8268.0,2022.0,6663.0,0.37,0.14,-0.12,0.36,0.98,-3.15,-9.12,-2.7500000000000004,0.19186046511627908,3.7996545768566496e-05,0.891891891891892,2.357142857142857,-40.0,-40.0,-42.10526315789473,-38.88888888888889
985,06MAGNA,PLN,0.65,0.66,0.64,0.66,8.32,04-05-2011,2011/Q2,8673714.0,2.44,53890.0,10116.0,66584.0,8.76,-2.37,-3.06,11.43,1.31,-3.74,-5.21,-0.21568627450980393,0.27049180327868855,8.604954367666232e-06,0.07534246575342467,-0.27848101265822783,100.0,96.96969696969697,100.0,93.93939393939394
986,06MAGNA,PLN,0.32,0.34,0.32,0.34,3.94,20-04-2020,2020/Q2,13921975.0,1.69,12476.0,2217.0,3785.0,0.35,0.26,0.27,0.33,0.94,1.21,1.01,1.2592592592592593,0.20118343195266275,5.6647784071976014e-05,0.9714285714285715,1.3076923076923077,-48.484848484848484,-50.76923076923077,-48.484848484848484,-50.0
987,06MAGNA,PLN,1.05,1.06,1.02,1.03,175.43,11-05-2010,2010/Q2,8673714.0,4.66,23043.0,9299.0,57690.0,16.36,-1.23,-0.99,11.9,0.73,-12.01,24.31,-1.0404040404040404,0.22103004291845493,1.5375658690232726e-05,0.06295843520782396,-0.8373983739837398,202.94117647058823,228.125,211.76470588235296,218.75
988,06MAGNA,PLN,0.17,0.17,0.16,0.17,46.01,23-04-2013,2013/Q2,13921975.0,4.08,56183.0,632.0,2430.0,1.25,3.84,-0.3,-0.05,-0.04,0.17,-0.46,-0.5666666666666668,0.04166666666666667,5.5519268451992164e-05,0.136,0.044270833333333336,-83.49514563106796,-83.80952380952381,-83.9622641509434,-84.31372549019608
989,06MAGNA,PLN,2.09,2.09,2.0,2.0,21.9,17-04-2014,2014/Q2,13921975.0,3.98,31218.0,2102.0,3140.0,0.06,-5.24,-0.45,2.17,34.57,-4.77,-5.87,-4.444444444444445,0.5025125628140703,0.00038153376573826786,33.333333333333336,-0.38167938931297707,1076.470588235294,1129.4117647058822,1129.4117647058822,1150.0
990,06MAGNA,PLN,2.84,2.95,2.74,2.88,183.26,26-04-2021,2021/Q2,13921975.0,1.83,15904.0,227.0,5930.0,0.57,0.12,0.26,2.5,4.39,9.57,7.73,11.076923076923077,1.5737704918032787,0.00046776027286015917,5.052631578947369,24.0,43.99999999999999,35.88516746411483,41.14832535885169,37.000000000000014
991,06MAGNA,PLN,3.66,3.66,3.57,3.66,38.28,26-04-2022,2022/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,36.6,1.82089552238806,0.0006504354007464013,8.318181818181818,33.27272727272727,27.08333333333335,28.873239436619723,24.067796610169488,30.2919708029197
992,06MAGNA,PLN,0.0,0.0,0.0,0.2,0.0,12-04-2019,2019/Q2,13921975.0,1.44,3659.0,2325.0,5205.0,0.43,-0.28,0.01,0.35,0.8,35.32,4.66,20.0,0.1388888888888889,2.656042496679947e-05,0.4651162790697675,-0.7142857142857143,-94.53551912568307,-100.0,-100.0,-100.0
993,06MAGNA,PLN,0.33,0.34,0.33,0.34,21.65,24-04-2012,2012/Q2,8673714.0,-0.74,93652.0,595.0,96754.0,8.69,-0.34,-0.05,12.19,1.4,-233.92,19.86,-6.8,-0.4594594594594595,3.4925885217105467e-06,0.039125431530494824,-1.0,70.0,inf,inf,inf
994,06MAGNA,PLN,2.13,2.13,2.13,2.13,0.01,16-04-2015,2015/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,21.299999999999997,1.0597014925373134,0.0003785320774835614,4.840909090909091,19.363636363636363,526.470588235294,545.4545454545454,526.470588235294,545.4545454545454
995,06MAGNA,PLN,2.18,2.18,2.07,2.11,11.47,13-04-2016,2016/Q2,13921975.0,2.01,15376.0,2000.0,3400.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,21.099999999999998,1.0497512437810945,0.0003907407407407407,4.795454545454545,19.18181818181818,-0.9389671361502372,2.3474178403755985,2.3474178403755985,-2.8169014084507116
996,06MAGNA,PLN,1.03,1.05,1.02,1.03,141.51,12-05-2010,2010/Q2,8673714.0,4.66,23043.0,9299.0,57690.0,16.36,-1.23,-0.99,11.9,0.73,-12.01,24.31,-1.0404040404040404,0.22103004291845493,1.5375658690232726e-05,0.06295843520782396,-0.8373983739837398,-51.18483412322274,-52.75229357798166,-51.8348623853211,-50.72463768115942
997,06MAGNA,PLN,0.65,0.65,0.64,0.65,36.57,05-05-2011,2011/Q2,8673714.0,2.44,53890.0,10116.0,66584.0,8.76,-2.37,-3.06,11.43,1.31,-3.74,-5.21,-0.21241830065359477,0.26639344262295084,8.47457627118644e-06,0.07420091324200914,-0.2742616033755274,-36.89320388349514,-36.89320388349514,-38.095238095238095,-37.254901960784316
998,06MAGNA,PLN,0.55,0.55,0.54,0.54,5.33,10-04-2017,2017/Q2,13921975.0,1.62,7597.0,2020.0,5762.0,0.06,-1.78,-0.19,0.26,4.07,-1.31,-1.66,-2.8421052631578947,0.3333333333333333,6.939090208172706e-05,9.000000000000002,-0.30337078651685395,-16.92307692307692,-15.384615384615385,-15.384615384615385,-15.625
999,06MAGNA,PLN,0.33,0.33,0.33,0.33,0.03,13-04-2018,2018/Q2,13921975.0,1.72,8268.0,2022.0,6663.0,0.37,0.14,-0.12,0.36,0.98,-3.15,-9.12,-2.7500000000000004,0.19186046511627908,3.7996545768566496e-05,0.891891891891892,2.357142857142857,-38.88888888888889,-40.0,-40.0,-38.88888888888889
1000,06MAGNA,PLN,0.34,0.35,0.34,0.35,1.11,21-04-2020,2020/Q2,13921975.0,1.69,12476.0,2217.0,3785.0,0.35,0.26,0.27,0.33,0.94,1.21,1.01,1.296296296296296,0.20710059171597633,5.831389536821059e-05,1.0,1.346153846153846,6.060606060606055,3.0303030303030276,6.060606060606055,3.0303030303030276
1001,06MAGNA,PLN,0.17,0.25,0.16,0.24,777.1,24-04-2013,2013/Q2,13921975.0,4.08,56183.0,632.0,2430.0,1.25,3.84,-0.3,-0.05,-0.04,0.17,-0.46,-0.8,0.058823529411764705,7.83801436969301e-05,0.192,0.0625,-31.428571428571427,-50.0,-28.57142857142857,-52.94117647058824
1002,06MAGNA,PLN,3.66,3.75,3.6,3.75,71.62,27-04-2022,2022/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,37.5,1.865671641791045,0.0006664297138795095,8.522727272727273,34.09090909090909,1462.5,2052.941176470588,1400.0,2150.0
1003,06MAGNA,PLN,2.91,2.96,2.705,2.76,197.17,27-04-2021,2021/Q2,13921975.0,1.83,15904.0,227.0,5930.0,0.57,0.12,0.26,2.5,4.39,9.57,7.73,10.615384615384615,1.5081967213114753,0.00044827026149098584,4.842105263157895,23.0,-26.400000000000002,-20.491803278688526,-21.066666666666666,-24.86111111111111
1004,06MAGNA,PLN,1.9,2.04,1.9,2.04,6.69,22-04-2014,2014/Q2,13921975.0,3.98,31218.0,2102.0,3140.0,0.06,-5.24,-0.45,2.17,34.57,-4.77,-5.87,-4.533333333333333,0.5125628140703518,0.0003891644410530332,34.0,-0.3893129770992366,-26.086956521739125,-34.70790378006874,-31.081081081081074,-29.75970425138633
1005,06MAGNA,PLN,0.34,0.34,0.33,0.33,56.07,25-04-2012,2012/Q2,8673714.0,-0.74,93652.0,595.0,96754.0,8.69,-0.34,-0.05,12.19,1.4,-233.92,19.86,-6.6,-0.445945945945946,3.3898653298955305e-06,0.0379746835443038,-0.9705882352941176,-83.82352941176471,-82.10526315789474,-83.33333333333333,-82.63157894736842
1006,06MAGNA,PLN,0.0,0.0,0.0,0.2,0.0,15-04-2019,2019/Q2,13921975.0,1.44,3659.0,2325.0,5205.0,0.43,-0.28,0.01,0.35,0.8,35.32,4.66,20.0,0.1388888888888889,2.656042496679947e-05,0.4651162790697675,-0.7142857142857143,-39.39393939393939,-100.0,-100.0,-100.0
1007,06MAGNA,PLN,1.04,1.07,1.03,1.04,234.23,13-05-2010,2010/Q2,8673714.0,4.66,23043.0,9299.0,57690.0,16.36,-1.23,-0.99,11.9,0.73,-12.01,24.31,-1.0505050505050506,0.22317596566523606,1.5524936929943723e-05,0.06356968215158924,-0.8455284552845529,420.0,inf,inf,inf
1008,06MAGNA,PLN,2.13,2.13,2.13,2.13,0.38,17-04-2015,2015/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,21.299999999999997,1.0597014925373134,0.0003785320774835614,4.840909090909091,19.363636363636363,104.80769230769229,104.80769230769229,99.06542056074765,106.79611650485437
1009,06MAGNA,PLN,0.64,0.66,0.62,0.64,125.8,06-05-2011,2011/Q2,8673714.0,2.44,53890.0,10116.0,66584.0,8.76,-2.37,-3.06,11.43,1.31,-3.74,-5.21,-0.20915032679738563,0.26229508196721313,8.344198174706649e-06,0.07305936073059362,-0.270042194092827,-69.95305164319248,-69.95305164319248,-69.01408450704226,-70.89201877934272
1010,06MAGNA,PLN,2.07,2.11,2.06,2.09,7.5,14-04-2016,2016/Q2,13921975.0,2.01,15376.0,2000.0,3400.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,20.9,1.0398009950248757,0.000387037037037037,4.75,19.0,226.56249999999994,223.43749999999994,219.6969696969697,232.25806451612905
1011,06MAGNA,PLN,0.34,0.34,0.31,0.31,1.45,22-04-2020,2020/Q2,13921975.0,1.69,12476.0,2217.0,3785.0,0.35,0.26,0.27,0.33,0.94,1.21,1.01,1.1481481481481481,0.1834319526627219,5.1649450183272245e-05,0.8857142857142858,1.1923076923076923,-85.16746411483254,-83.57487922705313,-83.88625592417061,-84.95145631067962
1012,06MAGNA,PLN,0.54,0.54,0.53,0.53,66.05,11-04-2017,2017/Q2,13921975.0,1.62,7597.0,2020.0,5762.0,0.06,-1.78,-0.19,0.26,4.07,-1.31,-1.66,-2.7894736842105265,0.3271604938271605,6.81058853765099e-05,8.833333333333334,-0.29775280898876405,70.96774193548387,58.823529411764696,58.823529411764696,70.96774193548387
1013,06MAGNA,PLN,0.33,0.33,0.33,0.33,1.12,16-04-2018,2018/Q2,13921975.0,1.72,8268.0,2022.0,6663.0,0.37,0.14,-0.12,0.36,0.98,-3.15,-9.12,-2.7500000000000004,0.19186046511627908,3.7996545768566496e-05,0.891891891891892,2.357142857142857,-37.735849056603776,-38.88888888888889,-38.88888888888889,-37.735849056603776
1014,06MAGNA,PLN,0.24,0.25,0.21,0.21,319.15,25-04-2013,2013/Q2,13921975.0,4.08,56183.0,632.0,2430.0,1.25,3.84,-0.3,-0.05,-0.04,0.17,-0.46,-0.7,0.051470588235294115,6.858262573481385e-05,0.16799999999999998,0.0546875,-36.36363636363637,-27.27272727272728,-24.242424242424242,-36.36363636363637
1015,06MAGNA,PLN,3.75,4.08,3.64,3.8,202.38,28-04-2022,2022/Q2,13921975.0,2.01,15195.0,230.0,5397.0,0.44,0.11,0.1,4.07,9.31,38.85,24.46,37.99999999999999,1.890547263681592,0.0006753154433979029,8.636363636363637,34.54545454545455,1709.5238095238094,1462.5,1532.0,1633.3333333333335
1016,06MAGNA,PLN,2.76,2.81,2.54,2.565,246.63,28-04-2021,2021/Q2,13921975.0,1.83,15904.0,227.0,5930.0,0.57,0.12,0.26,2.5,4.39,9.57,7.73,9.865384615384615,1.401639344262295,0.00041659899301607926,4.5,21.375,-32.49999999999999,-26.400000000000002,-31.127450980392158,-30.219780219780223
1017,06MAGNA,PLN,2.04,2.08,2.04,2.08,20.55,23-04-2014,2014/Q2,13921975.0,3.98,31218.0,2102.0,3140.0,0.06,-5.24,-0.45,2.17,34.57,-4.77,-5.87,-4.622222222222223,0.5226130653266332,0.00039679511636779856,34.66666666666667,-0.3969465648854962,-18.908382066276797,-26.086956521739125,-25.978647686832733,-19.685039370078737
1018,06MAGNA,PLN,0.33,0.34,0.33,0.33,19.23,26-04-2012,2012/Q2,8673714.0,-0.74,93652.0,595.0,96754.0,8.69,-0.34,-0.05,12.19,1.4,-233.92,19.86,-6.6,-0.445945945945946,3.3898653298955305e-06,0.0379746835443038,-0.9705882352941176,-84.13461538461539,-83.82352941176471,-83.65384615384616,-83.82352941176471
1019,06MAGNA,PLN,1.03,1.05,1.02,1.03,277.06,14-05-2010,2010/Q2,8673714.0,4.66,23043.0,9299.0,57690.0,16.36,-1.23,-0.99,11.9,0.73,-12.01,24.31,-1.0404040404040404,0.22103004291845493,1.5375658690232726e-05,0.06295843520782396,-0.8373983739837398,212.12121212121212,212.12121212121212,208.82352941176472,209.0909090909091
1020,06MAGNA,PLN,0.0,0.0,0.0,0.2,0.0,16-04-2019,2019/Q2,13921975.0,1.44,3659.0,2325.0,5205.0,0.43,-0.28,0.01,0.35,0.8,35.32,4.66,20.0,0.1388888888888889,2.656042496679947e-05,0.4651162790697675,-0.7142857142857143,-80.58252427184466,-100.0,-100.0,-100.0
1021,06MAGNA,PLN,0.63,0.64,0.62,0.64,68.66,09-05-2011,2011/Q2,8673714.0,2.44,53890.0,10116.0,66584.0,8.76,-2.37,-3.06,11.43,1.31,-3.74,-5.21,-0.20915032679738563,0.26229508196721313,8.344198174706649e-06,0.07305936073059362,-0.270042194092827,219.99999999999997,inf,inf,inf
